consensus_rank_raw,row_raw,timestamp,consensus_score_raw,available_method_count_raw,missing_method_count_raw,methods_available_raw,methods_missing_raw,methods_in_top_k_raw,methods_triggered_raw,best_method_rank_raw,consensus_rank_log1p,row_log1p,consensus_score_log1p,available_method_count_log1p,missing_method_count_log1p,methods_available_log1p,methods_missing_log1p,methods_in_top_k_log1p,methods_triggered_log1p,best_method_rank_log1p
29,154,2023-04-04,0.9124709222769567,5,0,dp;zms;units;isolation_forest;calf,,2,units;isolation_forest,19.0,40,154,0.8241977969348661,5,0,dp;zms;units;isolation_forest;calf,,2,units;isolation_forest,16.0
30,430,2024-01-05,0.9123768472906404,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,35.0,16,430,0.9006841817186645,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,25.0
31,89,2023-01-29,0.9093784209085933,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,10.0,8,89,0.9270114942528735,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,8.0
37,573,2024-05-27,0.9023741105637658,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,27.0,22,573,0.8681085796387521,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,11.0
38,596,2024-06-19,0.9009304871373837,3,2,dp;zms;isolation_forest,units;calf,0,,,1,596,0.993431855500821,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,4.0
41,100,2023-02-09,0.8965671182266011,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,33.0,24,100,0.8598624794745484,5,0,dp;zms;units;isolation_forest;calf,,2,units;isolation_forest,35.0
42,559,2024-05-13,0.8958162287903667,5,0,dp;zms;units;isolation_forest;calf,,1,calf,20.0,18,559,0.898809523809524,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;calf,4.0
47,588,2024-06-11,0.874384236453202,3,2,dp;zms;isolation_forest,units;calf,1,zms,36.0,5,588,0.9644225506294473,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,12.0
48,569,2024-05-23,0.8722872194854954,5,0,dp;zms;units;isolation_forest;calf,,1,calf,47.0,19,569,0.8821753557744938,5,0,dp;zms;units;isolation_forest;calf,,3,zms;isolation_forest;calf,22.0
49,356,2023-10-23,0.8718527640941434,5,0,dp;zms;units;isolation_forest;calf,,0,,,21,356,0.870082443897099,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,33.0
