consensus_rank_raw,row_raw,timestamp,consensus_score_raw,available_method_count_raw,missing_method_count_raw,methods_available_raw,methods_missing_raw,methods_in_top_k_raw,methods_triggered_raw,best_method_rank_raw,consensus_rank_log1p,row_log1p,consensus_score_log1p,available_method_count_log1p,missing_method_count_log1p,methods_available_log1p,methods_missing_log1p,methods_in_top_k_log1p,methods_triggered_log1p,best_method_rank_log1p
14,577,2024-05-31,0.9522454844006569,4,1,tsnet;dagmm;knn;kmeans,catch,4,tsnet;dagmm;knn;kmeans,22.0,26,577,0.8572619047619048,4,1,tsnet;dagmm;knn;kmeans,catch,2,knn;kmeans,32.0
15,528,2024-04-12,0.9519921319102354,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,9.0,33,528,0.8312419950738915,5,0,catch;tsnet;dagmm;knn;kmeans,,1,catch,22.0
16,486,2024-03-01,0.9498635057471265,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,1.0,17,486,0.8896739189928844,5,0,catch;tsnet;dagmm;knn;kmeans,,3,tsnet;dagmm;knn,9.0
18,596,2024-06-19,0.9373501642036125,4,1,tsnet;dagmm;knn;kmeans,catch,3,tsnet;knn;kmeans,13.0,20,596,0.8760283251231528,4,1,tsnet;dagmm;knn;kmeans,catch,2,knn;kmeans,6.0
19,521,2024-04-05,0.9349328817733988,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,16.0,30,521,0.8340372879036672,5,0,catch;tsnet;dagmm;knn;kmeans,,1,catch,30.0
20,588,2024-06-11,0.9333435960591134,4,1,tsnet;dagmm;knn;kmeans,catch,3,tsnet;dagmm;knn,16.0,18,588,0.887816091954023,4,1,tsnet;dagmm;knn;kmeans,catch,1,kmeans,15.0
21,471,2024-02-15,0.933028735632184,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,13.0,21,471,0.8759289819376026,5,0,catch;tsnet;dagmm;knn;kmeans,,2,catch;knn,19.0
22,583,2024-06-06,0.9246366995073891,4,1,tsnet;dagmm;knn;kmeans,catch,3,tsnet;dagmm;kmeans,28.0,41,583,0.7988998357963875,4,1,tsnet;dagmm;knn;kmeans,catch,1,kmeans,24.0
26,559,2024-05-13,0.9130812123700055,5,0,catch;tsnet;dagmm;knn;kmeans,,3,tsnet;dagmm;kmeans,15.0,40,559,0.7989182402846196,5,0,catch;tsnet;dagmm;knn;kmeans,,1,kmeans,50.0
28,570,2024-05-24,0.9013280651340996,5,0,catch;tsnet;dagmm;knn;kmeans,,1,dagmm,36.0,24,570,0.860026135741653,5,0,catch;tsnet;dagmm;knn;kmeans,,2,knn;kmeans,18.0
32,576,2024-05-30,0.8941153530377669,4,1,tsnet;dagmm;knn;kmeans,catch,2,tsnet;kmeans,21.0,27,576,0.849066091954023,4,1,tsnet;dagmm;knn;kmeans,catch,2,tsnet;kmeans,33.0
37,117,2023-02-26,0.8809316502463054,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,6.0,10,117,0.9115519293924466,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,1.0
40,86,2023-01-26,0.8706886973180076,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,1.0,31,86,0.8334625068418171,5,0,catch;tsnet;dagmm;knn;kmeans,,2,dagmm;knn,15.0
48,587,2024-06-10,0.845287356321839,4,1,tsnet;dagmm;knn;kmeans,catch,0,,,8,587,0.9222865353037768,4,1,tsnet;dagmm;knn;kmeans,catch,3,dagmm;knn;kmeans,2.0
49,402,2023-12-08,0.8431201423097974,5,0,catch;tsnet;dagmm;knn;kmeans,,2,catch;dagmm,29.0,37,402,0.8100575396825397,5,0,catch;tsnet;dagmm;knn;kmeans,,2,catch;tsnet,18.0
